LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,STATE_CODE_EXP,LAYER_NO,FIELD_SET,TEST_NO,TEST_NO_EXP,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,TEST_DATE,CONSTRUCTION_NO
2,0112,0109,20,Kansas,3,2,1,Material sample obtained from area adjacent to approach end of test section.,BAX03,BGX03,21,18,3,03/28/2006,3
2,0112,0109,20,Kansas,3,2,1,Material sample obtained from area adjacent to approach end of test section.,BA313,BG303,21,18,3,03/28/2006,3
1,0501,0507,23,Maine,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BS303,12,15,NP,07/14/2006,3
2,0501,0504,23,Maine,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BAX03,BGX03,22,22,NP,08/14/2006,3
3,0504,0503,23,Maine,3,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX01,BGX01,13,15,NP,07/14/2006,3
3,0504,0559,23,Maine,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG57,,,NP,02/06/1997,1
2,0505,0559,23,Maine,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG58,,,NP,02/06/1997,1
3,0505,0503,23,Maine,3,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX01,BGX01,13,15,NP,07/14/2006,3
3,0505,0559,23,Maine,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG57,,,NP,02/06/1997,1
1,0506,0506,23,Maine,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,,,NP,02/06/1997,1
3,0506,0503,23,Maine,3,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX01,BGX01,13,15,NP,07/14/2006,3
1,0507,0507,23,Maine,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BS303,12,15,NP,07/14/2006,3
2,0509,0507,23,Maine,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BG305,18,19,NP,10/12/2006,3
2,0559,0506,23,Maine,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG56,,,NP,02/06/1997,1
2,0559,0507,23,Maine,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BG305,18,19,NP,10/12/2006,3
3,0559,0507,23,Maine,3,3,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BG306,13,16,NP,07/14/2006,3
2,1001,1001,23,Maine,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,10/11/1990,1
1,1012,1012,23,Maine,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX03,BSX03,0,0,NP,09/26/1990,1
3,3013,3013,23,Maine,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BX01,BGX01,0,0,NP,10/08/1990,1
1,7401,7401,44,Rhode Island,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BSX01,0,0,NP,09/11/1990,1
1,1011,1011,45,South Carolina,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,,,NP,05/30/1991,1
1,1011,1011,45,South Carolina,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,05/30/1991,1
1,5035,5035,45,South Carolina,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,20,14,6,05/30/1991,1
2,1417,1417,51,Virginia,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,24,0,NP,04/22/1991,1
3,0802,0801,53,Washington,3,1,1,Material sample obtained from area adjacent to approach end of test section.,B1,BG21,,,NP,03/05/1996,1
3,1006,1006,53,Washington,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/25/1991,1
2,1008,1008,53,Washington,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/19/1991,1
2,1501,1501,53,Washington,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG93,22,19,3,02/28/1991,1
1,3013,3013,53,Washington,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,20,0,NP,02/13/1991,1
3,3812,3812,53,Washington,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,04/01/1991,1
1,3813,3813,53,Washington,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,03/19/1991,1
1,3813,3813,53,Washington,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,03/19/1991,1
2,6020,6020,53,Washington,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/18/1991,1
2,6049,6049,53,Washington,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,22,19,3,04/19/1991,1
2,6056,6056,53,Washington,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/14/1991,1
1,A330,1008,53,Washington,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,22,17,5,02/15/1991,1
3,A330,1008,53,Washington,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/19/1991,1
3,A350,1008,53,Washington,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,02/19/1991,1
2,B310,1501,53,Washington,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG93,22,19,3,02/28/1991,1
4,B310,1501,53,Washington,4,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/28/1991,1
1,B350,1501,53,Washington,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS94,26,21,5,02/28/1991,1
2,B350,1501,53,Washington,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG93,22,19,3,02/28/1991,1
1,C350,1801,53,Washington,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,0,0,NP,04/01/1991,1
1,1640,1640,54,West Virginia,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BSX01,24,16,8,02/25/1991,1
2,4003,4003,54,West Virginia,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BX02,BGX02,19,0,NP,03/15/1991,1
1,0113,0113,55,Wisconsin,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B2,BS02,,,NP,03/17/1998,1
2,0113,0113,55,Wisconsin,2,2,1,Material sample obtained from area adjacent to approach end of test section.,BAX10,BSX10,13,16,NP,03/24/2006,1
2,0113,0113,55,Wisconsin,2,2,1,Material sample obtained from area adjacent to approach end of test section.,BAX11,BSX11,13,16,NP,04/03/2006,1
3,0113,0113,55,Wisconsin,3,2,1,Material sample obtained from area adjacent to approach end of test section.,BAX05,BGX05,11,13,NP,04/14/2006,1
2,0115,0116,55,Wisconsin,2,1,1,Material sample obtained from area adjacent to approach end of test section.,B8,BG01,,,NP,03/17/1998,1
1,0116,0120,55,Wisconsin,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B4,BS04,,,NP,03/17/1998,1
3,0116,0122,55,Wisconsin,3,2,1,Material sample obtained from area adjacent to approach end of test section.,BAX01,BGX01,14,17,np,03/29/2006,1
1,0117,0118,55,Wisconsin,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B3,BS03,,,NP,03/17/1998,1
3,0117,0122,55,Wisconsin,3,2,1,Material sample obtained from area adjacent to approach end of test section.,BAX01,BGX01,14,17,np,03/29/2006,1
2,0907,0908,55,Wisconsin,2,1,3,Material sample obtained within test section limits.,TP2,BG58,,,NP,09/15/1992,1
1,0908,0909,55,Wisconsin,1,1,3,Material sample obtained within test section limits.,TP6,BS60,,,NP,01/07/1993,1
2,0909,0908,55,Wisconsin,2,1,3,Material sample obtained within test section limits.,TP2,BG58,,,NP,09/15/1992,1
1,5037,5037,55,Wisconsin,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX06,BSX06,0,0,NP,12/07/1990,1
3,6351,6351,55,Wisconsin,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,07/03/1991,1
1,A901,A901,55,Wisconsin,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BS55,,,NP,01/14/1993,1
2,A901,A908,55,Wisconsin,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP4,BG56,,,NP,01/19/1993,1
2,A902,A907,55,Wisconsin,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP3,BG56,,,NP,01/19/1993,1
2,A902,A908,55,Wisconsin,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP4,BG56,,,NP,01/19/1993,1
1,A907,A907,55,Wisconsin,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP3,BS55,16,14,2,01/15/1993,1
2,A909,A909,55,Wisconsin,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP5,BG56,,,NP,01/20/1993,1
1,9116,9116,19,Iowa,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,19,15,4,08/03/1990,1
1,B430,3009,19,Iowa,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX03,BSX03,0,0,NP,10/02/1990,1
2,B430,3009,19,Iowa,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BX02,BGX02,23,14,9,10/01/1990,1
2,0103,0109,20,Kansas,3,2,1,Material sample obtained from area adjacent to approach end of test section.,BAX03,BGX03,21,18,3,03/28/2006,3
2,0103,0109,20,Kansas,3,2,1,Material sample obtained from area adjacent to approach end of test section.,BA313,BG303,21,18,3,03/28/2006,3
1,0106,0106,20,Kansas,1,2,1,Material sample obtained from area adjacent to approach end of test section.,BA309,BS305,20,17,3,03/22/2006,3
2,0109,0109,20,Kansas,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B4,BS01,,,NP,12/12/1994,1
1,0602,0602,47,Tennessee,1,1,3,Material sample obtained within test section limits.,TP1,BS55,,,NP,10/09/1996,2
2,1029,1029,47,Tennessee,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,19,14,5,08/29/1991,1
1,3075,3075,47,Tennessee,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,26,20,6,08/27/1991,1
1,3075,3075,47,Tennessee,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,41,38,3,08/27/1991,1
2,3010,3010,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,05/09/1991,1
1,3017,3017,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,05/10/1991,1
1,3017,3017,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/10/1991,1
1,3019,3019,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,29,14,15,05/02/1991,1
1,3021,3021,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/06/1991,1
2,3021,3021,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,05/06/1991,1
1,7456,7456,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,26,14,12,04/29/1991,1
1,7491,7491,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS91,0,0,NP,05/08/1991,1
1,8151,8151,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS91,0,0,NP,05/08/1991,1
1,8202,8202,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,04/28/1991,1
1,8534,8534,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,30,12,18,05/07/1991,1
2,8534,8534,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,0,0,NP,05/08/1991,1
1,9048,9048,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/07/1991,1
1,A321,1253,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,28,17,11,04/22/1991,1
1,A340,1253,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,0,0,NP,04/22/1991,1
2,A363,1253,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,20,16,4,04/23/1991,1
1,A411,3021,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/06/1991,1
2,A411,3021,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,05/06/1991,1
1,A412,3021,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/06/1991,1
2,A422,3021,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,0,0,NP,05/06/1991,1
1,A423,3021,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/06/1991,1
1,A430,3021,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,05/06/1991,1
2,A442,3021,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,05/06/1991,1
1,A806,A806,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B6,BS06,,,NP,05/05/2000,1
2,B410,7455,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BG06,22,14,8,04/23/1991,1
2,B420,7455,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BG06,22,14,8,04/23/1991,1
1,B423,7455,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BS01,40,16,24,04/23/1991,1
2,B430,7455,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,21,13,8,04/23/1991,1
1,B441,7455,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BS01,40,16,24,04/23/1991,1
1,0214,0214,8,Colorado,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BS02,26,13,13,12/10/1993,1
2,0214,0221,8,Colorado,2,5,1,Material sample obtained from area adjacent to approach end of test section.,BAX04,BGX04,18,19,NP,04/04/2008,1
2,0216,0224,8,Colorado,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B11,BG11,18,,NP,12/14/1993,1
2,0223,0222,8,Colorado,2,5,1,Material sample obtained from area adjacent to approach end of test section.,BAX05,BGX05,20,18,2,04/04/2008,4
1,0224,0224,8,Colorado,1,1,3,Material sample obtained within test section limits.,B5,BS05,25,10,15,01/12/1994,1
1,0502,0508,8,Colorado,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS*1,37,16,21,07/17/1991,1
1,0502,0508,8,Colorado,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*1,37,16,21,07/17/1991,1
1,7780,7780,8,Colorado,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,0,0,NP,01/22/1991,1
2,9019,9019,8,Colorado,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,01/14/1991,1
1,0901,0901,9,Connecticut,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BS02A01,50,,NP,10/15/1996,1
2,0901,0901,9,Connecticut,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BG04A01,50,,NP,10/11/1996,1
2,0901,0960,9,Connecticut,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A60,BG04A60,50,,NP,10/15/1996,1
2,0901,0961,9,Connecticut,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG04A61,50,,NP,10/15/1996,1
3,0901,0902,9,Connecticut,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A02,BG02A02,50,,NP,09/24/1996,1
3,0901,0903,9,Connecticut,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A03,BG01A03,50,,NP,09/24/1996,1
3,0901,0961,9,Connecticut,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG02A61,50,,NP,09/26/1996,1
1,0902,0902,9,Connecticut,1,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A02,BS01A02,50,,NP,10/15/1996,1
1,0902,0961,9,Connecticut,1,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A61,BS01A61,50,,NP,10/10/1996,1
1,0903,0902,9,Connecticut,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A02,BS02A02,50,,NP,10/15/1996,1
2,0903,0960,9,Connecticut,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A60,BG03A60,50,,NP,10/15/1996,1
3,0903,0902,9,Connecticut,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A02,BG02A02,50,,NP,09/24/1996,1
1,0960,0960,9,Connecticut,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A60,BS02A60,50,,NP,10/10/1996,1
1,0960,0962,9,Connecticut,1,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A62,BS01A62,50,,NP,10/10/1996,1
3,0960,0902,9,Connecticut,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A02,BG01A02,50,,NP,09/24/1996,1
1,3801,3801,39,Ohio,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,27,19,8,11/05/1990,1
1,B410,3801,39,Ohio,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX01,BSX01,29,19,10,11/05/1990,1
1,B412,3801,39,Ohio,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX01,BSX01,29,19,10,11/05/1990,1
1,B412,3801,39,Ohio,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,27,19,8,11/05/1990,1
3,0113,0114,40,Oklahoma,3,2,2,Material sample obtained from area adjacent to leave end of test section.,B7,BG01,,,NP,03/15/1999,1
3,0114,0120,40,Oklahoma,3,2,2,Material sample obtained from area adjacent to leave end of test section.,B9,BG03,,,NP,03/03/1999,1
1,0115,0122,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B4,BS04,31,16,15,03/17/1997,1
2,0115,0123,40,Oklahoma,2,5,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BT303,20,17,3,01/26/2007,2
1,0117,0114,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BS01,27,19,8,03/17/1997,1
1,0117,0116,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BS02,44,19,25,03/17/1997,1
3,0117,0117,40,Oklahoma,3,2,2,Material sample obtained from area adjacent to leave end of test section.,B8,BG02,,,NP,03/15/1999,1
1,0119,0120,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B5,BS05,41,17,24,03/17/1997,1
1,0119,0123,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BS06,36,16,20,03/17/1997,1
3,0119,0120,40,Oklahoma,3,2,2,Material sample obtained from area adjacent to leave end of test section.,B9,BG03,,,NP,03/03/1999,1
1,0120,0114,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BS01,27,19,8,03/17/1997,1
1,0120,0120,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B5,BS05,41,17,24,03/17/1997,1
1,0121,0116,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BS02,44,19,25,03/17/1997,1
2,0121,0123,40,Oklahoma,2,5,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BT303,20,17,3,01/26/2007,2
3,0121,0117,40,Oklahoma,3,2,2,Material sample obtained from area adjacent to leave end of test section.,B8,BG02,,,NP,03/15/1999,1
1,0124,0122,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B4,BS04,31,16,15,03/17/1997,1
1,0502,0502,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BS02,35,17,18,11/12/1999,1
1,0504,0504,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA4,BS04,36,16,20,11/12/1999,1
1,0506,0504,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA4,BS04,36,16,20,11/12/1999,1
1,0560,0504,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA6,BS06,37,16,21,11/12/1999,1
1,1015,1015,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,04/15/1991,1
1,4158,4158,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,04/15/1991,1
1,4162,4162,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,20,17,3,05/13/1991,1
1,4164,4164,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,04/30/1991,1
1,5005,5005,41,Oregon,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,39,20,19,03/20/1991,1
2,5005,5005,41,Oregon,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,30,19,11,03/20/1991,1
3,6012,6012,41,Oregon,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,03/25/1991,1
3,6012,6012,41,Oregon,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,03/25/1991,1
1,0961,0901,9,Connecticut,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BS02A01,50,,NP,10/15/1996,1
1,0961,0962,9,Connecticut,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A62,BS02A62,50,,NP,10/10/1996,1
2,0961,0962,9,Connecticut,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A62,BG04A62,50,,NP,10/15/1996,1
3,0961,0960,9,Connecticut,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A60,BG01A60,50,,NP,09/25/1996,1
3,0961,0961,9,Connecticut,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG02A61,50,,NP,09/26/1996,1
1,0962,0962,9,Connecticut,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A62,BS02A62,50,,NP,10/10/1996,1
2,0962,0960,9,Connecticut,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A60,BG04A60,50,,NP,10/15/1996,1
2,0962,0962,9,Connecticut,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A62,BG03A62,50,,NP,10/15/1996,1
3,0962,0960,9,Connecticut,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A60,BG01A60,50,,NP,09/25/1996,1
3,0962,0961,9,Connecticut,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG02A61,50,,NP,09/26/1996,1
1,4008,4008,9,Connecticut,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX04,BSX04,0,0,NP,12/17/1990,1
2,4008,4008,9,Connecticut,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,12/17/1990,1
2,5001,5001,9,Connecticut,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BGX02,0,0,NP,12/03/1990,1
1,0101,0159,10,Delaware,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B6,BS06,,,NP,10/18/1996,1
2,0507,0508,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA272,BG272,21,19,2,04/01/2008,3
3,0508,0506,30,Montana,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*1,,,NP,01/16/1992,1
1,0509,0502,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*2,28,14,14,01/16/1992,1
2,0509,0506,30,Montana,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*3,21,,NP,12/26/1991,1
3,0509,0508,30,Montana,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG91,20,,NP,12/26/1991,1
1,0560,0506,30,Montana,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA262,BS262,34,12,22,07/18/2008,3
1,0560,0506,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS*1,28,16,12,01/16/1992,1
1,0560,7066,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,32,13,19,06/18/1990,1
1,0561,0504,30,Montana,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA268,BS268,30,12,18,07/18/2008,3
1,0561,0506,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS*1,28,16,12,01/16/1992,1
2,0561,0504,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA268,BG268,21,21,NP,04/01/2008,3
1,0903,0902,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B01A02,BS01A02,,,NP,07/12/2002,1
2,7088,7088,30,Montana,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,10/11/1990,1
1,0101,0101,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B26,BS01,,,NP,03/20/1996,1
3,0101,0105,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BG06,,,NP,02/26/1996,1
4,0101,0101,32,Nevada,4,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BG21,,,NP,02/26/1996,1
3,0102,0101,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BG01,,,NP,03/20/1996,1
3,0103,0101,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BG01,,,NP,03/20/1996,1
3,0103,0106,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BG02,,,NP,02/26/1996,1
3,0103,0109,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B3,BG03,,,NP,02/26/1996,1
1,0104,0109,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B28,BS03,,,NP,03/06/1996,1
3,0104,0101,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BG01,,,NP,03/20/1996,1
3,0105,0109,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B3,BG03,,,NP,02/26/1996,1
1,0106,0106,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B27,BS02,23,13,10,03/20/1996,1
3,0106,0104,32,Nevada,3,2,3,Material sample obtained within test section limits.,BA261,BG281,26,14,12,02/11/2008,2
3,0106,0111,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B5,BG05,,,NP,02/26/1996,1
1,0107,0106,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B27,BS02,23,13,10,03/20/1996,1
1,0107,0111,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B30,BS05,22,14,8,05/13/1996,1
1,0108,0105,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B31,BS06,,,NP,03/05/1996,1
3,0108,0101,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BG01,,,NP,03/20/1996,1
3,0108,0104,32,Nevada,3,2,3,Material sample obtained within test section limits.,BA261,BG281,26,14,12,02/11/2008,2
3,0108,0106,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BG02,,,NP,02/26/1996,1
3,0109,0106,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BG02,,,NP,02/26/1996,1
3,0109,0111,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B5,BG05,,,NP,02/26/1996,1
